id_passenger,passenger_firstname,passenger_lastname,passenger_class,passenger_age,passenger_ticket_number,passenger_gender,ports_id,passenger_fare,survived,numberofsiblings,numberofparentchildren,home_destination
495,Mangiavacchi," Mr. Serafino Emilio",Second,,"SC/A.3 2861",Male,2,15.5792,0,0,0,"New York, NY"
496,Matthews," Mr. William John",Second,30,28228,Male,1,13,0,0,0,"St Austall, Cornwall"
497,Maybery," Mr. Frank Hubert",Second,40,239059,Male,1,16,0,0,0,"Weston-Super-Mare / Moose Jaw, SK"
498,McCrae," Mr. Arthur Gordon",Second,32,237216,Male,1,13.5,0,0,0,"Sydney, Australia"
499,McCrie," Mr. James Matthew",Second,30,233478,Male,1,13,0,0,0,"Sarnia, ON"
500,McKane," Mr. Peter David",Second,46,28403,Male,1,26,0,0,0,"Rochester, NY"
501,Mellinger," Miss. Madeleine Violet",Second,13,250644,Female,1,19.5,1,0,1,"England / Bennington, VT"
502,Mellinger," Mrs. (Elizabeth Anne Maidment)",Second,41,250644,Female,1,19.5,1,0,1,"England / Bennington, VT"
503,Mellors," Mr. William John",Second,19,"SW/PP 751",Male,1,10.5,1,0,0,"Chelsea, London"
504,Meyer," Mr. August",Second,39,248723,Male,1,13,0,0,0,"Harrow-on-the-Hill, Middlesex"
505,Milling," Mr. Jacob Christian",Second,48,234360,Male,1,13,0,0,0,"Copenhagen, Denmark"
506,Mitchell," Mr. Henry Michael",Second,70,"C.A. 24580",Male,1,10.5,0,0,0,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
507,Montvila," Rev. Juozas",Second,27,211536,Male,1,13,0,0,0,"Worcester, MA"
508,Moraweck," Dr. Ernest",Second,54,29011,Male,1,14,0,0,0,"Frankfort, KY"
509,Morley," Mr. Henry Samuel ("Mr Henry Marshall")",Second,39,250655,Male,1,26,0,0,0,
510,Mudd," Mr. Thomas Charles",Second,16,"S.O./P.P. 3",Male,1,10.5,0,0,0,"Halesworth, England"
511,Myles," Mr. Thomas Francis",Second,62,240276,Male,3,9.6875,0,0,0,"Cambridge, MA"
512,Nasser," Mr. Nicholas",Second,32.5,237736,Male,2,30.0708,0,1,0,"New York, NY"
513,Nasser," Mrs. Nicholas (Adele Achem)",Second,14,237736,Female,2,30.0708,1,1,0,"New York, NY"
514,Navratil," Master. Edmond Roger",Second,2,230080,Male,1,26,1,1,1,"Nice, France"
515,Navratil," Master. Michel M",Second,3,230080,Male,1,26,1,1,1,"Nice, France"
516,Navratil," Mr. Michel ("Louis M Hoffman")",Second,36.5,230080,Male,1,26,0,0,2,"Nice, France"
517,Nesson," Mr. Israel",Second,26,244368,Male,1,13,0,0,0,"Boston, MA"
518,Nicholls," Mr. Joseph Charles",Second,19,"C.A. 33112",Male,1,36.75,0,1,1,"Cornwall / Hancock, MI"
519,Norman," Mr. Robert Douglas",Second,28,218629,Male,1,13.5,0,0,0,Glasgow
520,Nourney," Mr. Alfred ("Baron von Drachstedt")",Second,20,"SC/PARIS 2166",Male,2,13.8625,1,0,0,"Cologne, Germany"
521,Nye," Mrs. (Elizabeth Ramell)",Second,29,"C.A. 29395",Female,1,10.5,1,0,0,"Folkstone, Kent / New York, NY"
522,Otter," Mr. Richard",Second,39,28213,Male,1,13,0,0,0,"Middleburg Heights, OH"
523,Oxenham," Mr. Percy Thomas",Second,22,"W./C. 14260",Male,1,10.5,1,0,0,"Pondersend, England / New Durham, NJ"
524,"Padro y Manent"," Mr. Julian",Second,,"SC/PARIS 2146",Male,2,13.8625,1,0,0,"Spain / Havana, Cuba"
525,Pain," Dr. Alfred",Second,23,244278,Male,1,10.5,0,0,0,"Hamilton, ON"
526,"Pallas y Castello"," Mr. Emilio",Second,29,"SC/PARIS 2147",Male,2,13.8583,1,0,0,"Spain / Havana, Cuba"
527,Parker," Mr. Clifford Richard",Second,28,"SC 14888",Male,1,10.5,0,0,0,"St Andrews, Guernsey"
528,Parkes," Mr. Francis "Frank"",Second,,239853,Male,1,0,0,0,0,Belfast
529,Parrish," Mrs. (Lutie Davis)",Second,50,230433,Female,1,26,1,0,1,"Woodford County, KY"
530,Pengelly," Mr. Frederick William",Second,19,28665,Male,1,10.5,0,0,0,"Gunnislake, England / Butte, MT"
531,Pernot," Mr. Rene",Second,,"SC/PARIS 2131",Male,2,15.05,0,0,0,
532,Peruschitz," Rev. Joseph Maria",Second,41,237393,Male,1,13,0,0,0,
533,Phillips," Miss. Alice Frances Louisa",Second,21,"S.O./P.P. 2",Female,1,21,1,0,1,"Ilfracombe, Devon"
534,Phillips," Miss. Kate Florence ("Mrs Kate Louise Phillips Marshall")",Second,19,250655,Female,1,26,1,0,0,"Worcester, England"
535,Phillips," Mr. Escott Robert",Second,43,"S.O./P.P. 2",Male,1,21,0,0,1,"Ilfracombe, Devon"
536,Pinsky," Mrs. (Rosa)",Second,32,234604,Female,1,13,1,0,0,Russia
537,Ponesell," Mr. Martin",Second,34,250647,Male,1,13,0,0,0,"Denmark / New York, NY"
538,Portaluppi," Mr. Emilio Ilario Giuseppe",Second,30,"C.A. 34644",Male,2,12.7375,1,0,0,"Milford, NH"
539,Pulbaum," Mr. Franz",Second,27,"SC/PARIS 2168",Male,2,15.0333,0,0,0,Paris
540,Quick," Miss. Phyllis May",Second,2,26360,Female,1,26,1,1,1,"Plymouth, Devon / Detroit, MI"
541,Quick," Miss. Winifred Vera",Second,8,26360,Female,1,26,1,1,1,"Plymouth, Devon / Detroit, MI"
542,Quick," Mrs. Frederick Charles (Jane Richards)",Second,33,26360,Female,1,26,1,0,2,"Plymouth, Devon / Detroit, MI"
543,Reeves," Mr. David",Second,36,"C.A. 17248",Male,1,10.5,0,0,0,"Brighton, Sussex"
544,Renouf," Mr. Peter Henry",Second,34,31027,Male,1,21,0,1,0,"Elizabeth, NJ"
545,Renouf," Mrs. Peter Henry (Lillian Jefferys)",Second,30,31027,Female,1,21,1,3,0,"Elizabeth, NJ"
546,Reynaldo," Ms. Encarnacion",Second,28,230434,Female,1,13,1,0,0,Spain
547,Richard," Mr. Emile",Second,23,"SC/PARIS 2133",Male,2,15.0458,0,0,0,"Paris / Montreal, PQ"
548,Richards," Master. George Sibley",Second,0.8333,29106,Male,1,18.75,1,1,1,"Cornwall / Akron, OH"
549,Richards," Master. William Rowe",Second,3,29106,Male,1,18.75,1,1,1,"Cornwall / Akron, OH"
550,Richards," Mrs. Sidney (Emily Hocking)",Second,24,29106,Female,1,18.75,1,2,3,"Cornwall / Akron, OH"
551,Ridsdale," Miss. Lucy",Second,50,"W./C. 14258",Female,1,10.5,1,0,0,"London, England / Marietta, Ohio and Milwaukee, WI"
552,Rogers," Mr. Reginald Harry",Second,19,28004,Male,1,10.5,0,0,0,
553,Rugg," Miss. Emily",Second,21,"C.A. 31026",Female,1,10.5,1,0,0,"Guernsey / Wilmington, DE"
554,Schmidt," Mr. August",Second,26,248659,Male,1,13,0,0,0,"Newark, NJ"
555,Sedgwick," Mr. Charles Frederick Waddington",Second,25,244361,Male,1,13,0,0,0,Liverpool
556,Sharp," Mr. Percival James R",Second,27,244358,Male,1,26,0,0,0,"Hornsey, England"
557,Shelley," Mrs. William (Imanita Parrish Hall)",Second,25,230433,Female,1,26,1,0,1,"Deer Lodge, MT"
558,Silven," Miss. Lyyli Karoliina",Second,18,250652,Female,1,13,1,0,2,"Finland / Minneapolis, MN"
559,Sincock," Miss. Maude",Second,20,"C.A. 33112",Female,1,36.75,1,0,0,"Cornwall / Hancock, MI"
560,Sinkkonen," Miss. Anna",Second,30,250648,Female,1,13,1,0,0,"Finland / Washington, DC"
561,Sjostedt," Mr. Ernst Adolf",Second,59,237442,Male,1,13.5,0,0,0,"Sault St Marie, ON"
562,Slayter," Miss. Hilda Mary",Second,30,234818,Female,3,12.35,1,0,0,"Halifax, NS"
563,Slemen," Mr. Richard James",Second,35,28206,Male,1,10.5,0,0,0,Cornwall
564,Smith," Miss. Marion Elsie",Second,40,31418,Female,1,13,1,0,0,
565,Sobey," Mr. Samuel James Hayden",Second,25,"C.A. 29178",Male,1,13,0,0,0,"Cornwall / Houghton, MI"
566,Stanton," Mr. Samuel Ward",Second,41,237734,Male,2,15.0458,0,0,0,"New York, NY"
567,Stokes," Mr. Philip Joseph",Second,25,"F.C.C. 13540",Male,1,10.5,0,0,0,"Catford, Kent / Detroit, MI"
568,Swane," Mr. George",Second,18.5,248734,Male,1,13,0,0,0,
569,Sweet," Mr. George Frederick",Second,14,220845,Male,1,65,0,0,0,"Somerset / Bernardsville, NJ"
570,Toomey," Miss. Ellen",Second,50,"F.C.C. 13531",Female,1,10.5,1,0,0,"Indianapolis, IN"
571,Troupiansky," Mr. Moses Aaron",Second,23,233639,Male,1,13,0,0,0,
572,Trout," Mrs. William H (Jessie L)",Second,28,240929,Female,1,12.65,1,0,0,"Columbus, OH"
573,Troutt," Miss. Edwina Celia "Winnie"",Second,27,34218,Female,1,10.5,1,0,0,"Bath, England / Massachusetts"
574,Turpin," Mr. William John Robert",Second,29,11668,Male,1,21,0,1,0,"Plymouth, England"
575,Turpin," Mrs. William John Robert (Dorothy Ann Wonnacott)",Second,27,11668,Female,1,21,0,1,0,"Plymouth, England"
576,Veal," Mr. James",Second,40,28221,Male,1,13,0,0,0,"Barre, Co Washington, VT"
577,Walcroft," Miss. Nellie",Second,31,"F.C.C. 13528",Female,1,21,1,0,0,"Mamaroneck, NY"
578,Ware," Mr. John James",Second,30,"CA 31352",Male,1,21,0,1,0,"Bristol, England / New Britain, CT"
579,Ware," Mr. William Jeffery",Second,23,28666,Male,1,10.5,0,1,0,
580,Ware," Mrs. John James (Florence Louise Long)",Second,31,"CA 31352",Female,1,21,1,0,0,"Bristol, England / New Britain, CT"
581,Watson," Mr. Ennis Hastings",Second,,239856,Male,1,0,0,0,0,Belfast
582,Watt," Miss. Bertha J",Second,12,"C.A. 33595",Female,1,15.75,1,0,0,"Aberdeen / Portland, OR"
583,Watt," Mrs. James (Elizabeth "Bessie" Inglis Milne)",Second,40,"C.A. 33595",Female,1,15.75,1,0,0,"Aberdeen / Portland, OR"
584,Webber," Miss. Susan",Second,32.5,27267,Female,1,13,1,0,0,"England / Hartford, CT"
585,Weisz," Mr. Leopold",Second,27,228414,Male,1,26,0,1,0,"Bromsgrove, England / Montreal, PQ"
586,Weisz," Mrs. Leopold (Mathilde Francoise Pede)",Second,29,228414,Female,1,26,1,1,0,"Bromsgrove, England / Montreal, PQ"
587,Wells," Master. Ralph Lester",Second,2,29103,Male,1,23,1,1,1,"Cornwall / Akron, OH"
588,Wells," Miss. Joan",Second,4,29103,Female,1,23,1,1,1,"Cornwall / Akron, OH"
589,Wells," Mrs. Arthur Henry ("Addie" Dart Trevaskis)",Second,29,29103,Female,1,23,1,0,2,"Cornwall / Akron, OH"
590,West," Miss. Barbara J",Second,0.9167,"C.A. 34651",Female,1,27.75,1,1,2,"Bournmouth, England"
591,West," Miss. Constance Mirium",Second,5,"C.A. 34651",Female,1,27.75,1,1,2,"Bournmouth, England"
592,West," Mr. Edwy Arthur",Second,36,"C.A. 34651",Male,1,27.75,0,1,2,"Bournmouth, England"
593,West," Mrs. Edwy Arthur (Ada Mary Worth)",Second,33,"C.A. 34651",Female,1,27.75,1,1,2,"Bournmouth, England"
594,Wheadon," Mr. Edward H",Second,66,"C.A. 24579",Male,1,10.5,0,0,0,"Guernsey, England / Edgewood, RI"
595,Wheeler," Mr. Edwin "Frederick"",Second,,"SC/PARIS 2159",Male,1,12.875,0,0,0,
596,Wilhelms," Mr. Charles",Second,31,244270,Male,1,13,1,0,0,"London, England"
597,Williams," Mr. Charles Eugene",Second,,244373,Male,1,13,1,0,0,"Harrow, England"
598,Wright," Miss. Marion",Second,26,220844,Female,1,13.5,1,0,0,"Yoevil, England / Cottage Grove, OR"
599,Yrois," Miss. Henriette ("Mrs Harbeck")",Second,24,248747,Female,1,13,0,0,0,Paris
600,Abbing," Mr. Anthony",Third,42,"C.A. 5547",Male,1,7.55,0,0,0,
601,Abbott," Master. Eugene Joseph",Third,13,"C.A. 2673",Male,1,20.25,0,0,2,"East Providence, RI"
602,Abbott," Mr. Rossmore Edward",Third,16,"C.A. 2673",Male,1,20.25,0,1,1,"East Providence, RI"
603,Abbott," Mrs. Stanton (Rosa Hunt)",Third,35,"C.A. 2673",Female,1,20.25,1,1,1,"East Providence, RI"
604,Abelseth," Miss. Karen Marie",Third,16,348125,Female,1,7.65,1,0,0,"Norway Los Angeles, CA"
605,Abelseth," Mr. Olaus Jorgensen",Third,25,348122,Male,1,7.65,1,0,0,"Perkins County, SD"
606,Abrahamsson," Mr. Abraham August Johannes",Third,20,"SOTON/O2 3101284",Male,1,7.925,1,0,0,"Taalintehdas, Finland Hoboken, NJ"
607,Abrahim," Mrs. Joseph (Sophie Halaut Easu)",Third,18,2657,Female,2,7.2292,1,0,0,"Greensburg, PA"
608,Adahl," Mr. Mauritz Nils Martin",Third,30,"C 7076",Male,1,7.25,0,0,0,"Asarum, Sweden Brooklyn, NY"
609,Adams," Mr. John",Third,26,341826,Male,1,8.05,0,0,0,"Bournemouth, England"
610,Ahlin," Mrs. Johan (Johanna Persdotter Larsson)",Third,40,7546,Female,1,9.475,0,1,0,"Sweden Akeley, MN"
611,Aks," Master. Philip Frank",Third,0.8333,392091,Male,1,9.35,1,0,1,"London, England Norfolk, VA"
612,Aks," Mrs. Sam (Leah Rosen)",Third,18,392091,Female,1,9.35,1,0,1,"London, England Norfolk, VA"
613,Albimona," Mr. Nassef Cassem",Third,26,2699,Male,2,18.7875,1,0,0,"Syria Fredericksburg, VA"
614,Alexander," Mr. William",Third,26,3474,Male,1,7.8875,0,0,0,"England Albion, NY"
615,Alhomaki," Mr. Ilmari Rudolf",Third,20,"SOTON/O2 3101287",Male,1,7.925,0,0,0,"Salo, Finland Astoria, OR"
616,Ali," Mr. Ahmed",Third,24,"SOTON/O.Q. 3101311",Male,1,7.05,0,0,0,
617,Ali," Mr. William",Third,25,"SOTON/O.Q. 3101312",Male,1,7.05,0,0,0,Argentina
618,Allen," Mr. William Henry",Third,35,373450,Male,1,8.05,0,0,0,"Lower Clapton, Middlesex or Erdington, Birmingham"
619,Allum," Mr. Owen George",Third,18,2223,Male,1,8.3,0,0,0,"Windsor, England New York, NY"
620,Andersen," Mr. Albert Karvin",Third,32,"C 4001",Male,1,22.525,0,0,0,"Bergen, Norway"
621,Andersen-Jensen," Miss. Carla Christine Nielsine",Third,19,350046,Female,1,7.8542,1,1,0,
622,Andersson," Master. Sigvard Harald Elias",Third,4,347082,Male,1,31.275,0,4,2,"Sweden Winnipeg, MN"
623,Andersson," Miss. Ebba Iris Alfrida",Third,6,347082,Female,1,31.275,0,4,2,"Sweden Winnipeg, MN"
624,Andersson," Miss. Ellis Anna Maria",Third,2,347082,Female,1,31.275,0,4,2,"Sweden Winnipeg, MN"
625,Andersson," Miss. Erna Alexandra",Third,17,3101281,Female,1,7.925,1,4,2,"Ruotsinphyhtaa, Finland New York, NY"
626,Andersson," Miss. Ida Augusta Margareta",Third,38,347091,Female,1,7.775,0,4,2,"Vadsbro, Sweden Ministee, MI"
627,Andersson," Miss. Ingeborg Constanzia",Third,9,347082,Female,1,31.275,0,4,2,"Sweden Winnipeg, MN"
628,Andersson," Miss. Sigrid Elisabeth",Third,11,347082,Female,1,31.275,0,4,2,"Sweden Winnipeg, MN"
629,Andersson," Mr. Anders Johan",Third,39,347082,Male,1,31.275,0,1,5,"Sweden Winnipeg, MN"
630,Andersson," Mr. August Edvard ("Wennerstrom")",Third,27,350043,Male,1,7.7958,1,0,0,
631,Andersson," Mr. Johan Samuel",Third,26,347075,Male,1,7.775,0,0,0,"Hartford, CT"
632,Andersson," Mrs. Anders Johan (Alfrida Konstantia Brogren)",Third,39,347082,Female,1,31.275,0,1,5,"Sweden Winnipeg, MN"
633,Andreasson," Mr. Paul Edvin",Third,20,347466,Male,1,7.8542,0,0,0,"Sweden Chicago, IL"
634,Angheloff," Mr. Minko",Third,26,349202,Male,1,7.8958,0,0,0,"Bulgaria Chicago, IL"
635,Arnold-Franchi," Mr. Josef",Third,25,349237,Male,1,17.8,0,1,0,"Altdorf, Switzerland"
636,Arnold-Franchi," Mrs. Josef (Josefine Franchi)",Third,18,349237,Female,1,17.8,0,1,0,"Altdorf, Switzerland"
637,Aronsson," Mr. Ernst Axel Algot",Third,24,349911,Male,1,7.775,0,0,0,"Sweden Joliet, IL"
638,Asim," Mr. Adola",Third,35,"SOTON/O.Q. 3101310",Male,1,7.05,0,0,0,
639,Asplund," Master. Carl Edgar",Third,5,347077,Male,1,31.3875,0,4,2,"Sweden  Worcester, MA"
640,Asplund," Master. Clarence Gustaf Hugo",Third,9,347077,Male,1,31.3875,0,4,2,"Sweden Worcester, MA"
641,Asplund," Master. Edvin Rojj Felix",Third,3,347077,Male,1,31.3875,1,4,2,"Sweden Worcester, MA"
642,Asplund," Master. Filip Oscar",Third,13,347077,Male,1,31.3875,0,4,2,"Sweden Worcester, MA"
643,Asplund," Miss. Lillian Gertrud",Third,5,347077,Female,1,31.3875,1,4,2,"Sweden Worcester, MA"
644,Asplund," Mr. Carl Oscar Vilhelm Gustafsson",Third,40,347077,Male,1,31.3875,0,1,5,"Sweden  Worcester, MA"
645,Asplund," Mr. Johan Charles",Third,23,350054,Male,1,7.7958,1,0,0,"Oskarshamn, Sweden Minneapolis, MN"
646,Asplund," Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",Third,38,347077,Female,1,31.3875,1,1,5,"Sweden  Worcester, MA"
647,"Assaf Khalil"," Mrs. Mariana ("Miriam")",Third,45,2696,Female,2,7.225,1,0,0,"Ottawa, ON"
648,Assaf," Mr. Gerios",Third,21,2692,Male,2,7.225,0,0,0,"Ottawa, ON"
649,Assam," Mr. Ali",Third,23,"SOTON/O.Q. 3101309",Male,1,7.05,0,0,0,
650,Attalah," Miss. Malake",Third,17,2627,Female,2,14.4583,0,0,0,
651,Attalah," Mr. Sleiman",Third,30,2694,Male,2,7.225,0,0,0,"Ottawa, ON"
652,Augustsson," Mr. Albert",Third,23,347468,Male,1,7.8542,0,0,0,"Krakoryd, Sweden Bloomington, IL"
653,Ayoub," Miss. Banoura",Third,13,2687,Female,2,7.2292,1,0,0,"Syria Youngstown, OH"
654,Baccos," Mr. Raffull",Third,20,2679,Male,2,7.225,0,0,0,
655,Backstrom," Mr. Karl Alfred",Third,32,3101278,Male,1,15.85,0,1,0,"Ruotsinphytaa, Finland New York, NY"
656,Backstrom," Mrs. Karl Alfred (Maria Mathilda Gustafsson)",Third,33,3101278,Female,1,15.85,1,3,0,"Ruotsinphytaa, Finland New York, NY"
657,Baclini," Miss. Eugenie",Third,0.75,2666,Female,2,19.2583,1,2,1,"Syria New York, NY"
658,Baclini," Miss. Helene Barbara",Third,0.75,2666,Female,2,19.2583,1,2,1,"Syria New York, NY"
659,Baclini," Miss. Marie Catherine",Third,5,2666,Female,2,19.2583,1,2,1,"Syria New York, NY"
660,Baclini," Mrs. Solomon (Latifa Qurban)",Third,24,2666,Female,2,19.2583,1,0,3,"Syria New York, NY"
661,Badman," Miss. Emily Louisa",Third,18,"A/4 31416",Female,1,8.05,1,0,0,"London Skanteales, NY"
662,Badt," Mr. Mohamed",Third,40,2623,Male,2,7.225,0,0,0,
663,Balkic," Mr. Cerin",Third,26,349248,Male,1,7.8958,0,0,0,
664,Barah," Mr. Hanna Assi",Third,20,2663,Male,2,7.2292,1,0,0,
665,Barbara," Miss. Saiide",Third,18,2691,Female,2,14.4542,0,0,1,"Syria Ottawa, ON"
666,Barbara," Mrs. (Catherine David)",Third,45,2691,Female,2,14.4542,0,0,1,"Syria Ottawa, ON"
667,Barry," Miss. Julia",Third,27,330844,Female,3,7.8792,0,0,0,"New York, NY"
668,Barton," Mr. David John",Third,22,324669,Male,1,8.05,0,0,0,"England New York, NY"
669,Beavan," Mr. William Thomas",Third,19,323951,Male,1,8.05,0,0,0,England
670,Bengtsson," Mr. John Viktor",Third,26,347068,Male,1,7.775,0,0,0,"Krakudden, Sweden Moune, IL"
671,Berglund," Mr. Karl Ivar Sven",Third,22,"PP 4348",Male,1,9.35,0,0,0,"Tranvik, Finland New York"
672,Betros," Master. Seman",Third,,2622,Male,2,7.2292,0,0,0,
673,Betros," Mr. Tannous",Third,20,2648,Male,2,4.0125,0,0,0,Syria
674,Bing," Mr. Lee",Third,32,1601,Male,1,56.4958,1,0,0,"Hong Kong New York, NY"
675,Birkeland," Mr. Hans Martin Monsen",Third,21,312992,Male,1,7.775,0,0,0,"Brennes, Norway New York"
676,Bjorklund," Mr. Ernst Herbert",Third,18,347090,Male,1,7.75,0,0,0,"Stockholm, Sweden New York"
677,Bostandyeff," Mr. Guentcho",Third,26,349224,Male,1,7.8958,0,0,0,"Bulgaria Chicago, IL"
678,Boulos," Master. Akar",Third,6,2678,Male,2,15.2458,0,1,1,"Syria Kent, ON"
679,Boulos," Miss. Nourelain",Third,9,2678,Female,2,15.2458,0,1,1,"Syria Kent, ON"
680,Boulos," Mr. Hanna",Third,,2664,Male,2,7.225,0,0,0,Syria
681,Boulos," Mrs. Joseph (Sultana)",Third,,2678,Female,2,15.2458,0,0,2,"Syria Kent, ON"
682,Bourke," Miss. Mary",Third,,364848,Female,3,7.75,0,0,2,"Ireland Chicago, IL"
683,Bourke," Mr. John",Third,40,364849,Male,3,15.5,0,1,1,"Ireland Chicago, IL"
684,Bourke," Mrs. John (Catherine)",Third,32,364849,Female,3,15.5,0,1,1,"Ireland Chicago, IL"
685,Bowen," Mr. David John "Dai"",Third,21,54636,Male,1,16.1,0,0,0,"Treherbert, Cardiff, Wales"
686,Bradley," Miss. Bridget Delia",Third,22,334914,Female,3,7.725,1,0,0,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY"
687,Braf," Miss. Elin Ester Maria",Third,20,347471,Female,1,7.8542,0,0,0,"Medeltorp, Sweden Chicago, IL"
688,Braund," Mr. Lewis Richard",Third,29,3460,Male,1,7.0458,0,1,0,"Bridgerule, Devon"
689,Braund," Mr. Owen Harris",Third,22,"A/5 21171",Male,1,7.25,0,1,0,"Bridgerule, Devon"
690,Brobeck," Mr. Karl Rudolf",Third,22,350045,Male,1,7.7958,0,0,0,"Sweden Worcester, MA"
691,Brocklebank," Mr. William Alfred",Third,35,364512,Male,1,8.05,0,0,0,"Broomfield, Chelmsford, England"
692,Buckley," Miss. Katherine",Third,18.5,329944,Female,3,7.2833,0,0,0,"Co Cork, Ireland Roxbury, MA"
693,Buckley," Mr. Daniel",Third,21,330920,Male,3,7.8208,1,0,0,"Kingwilliamstown, Co Cork, Ireland New York, NY"
694,Burke," Mr. Jeremiah",Third,19,365222,Male,3,6.75,0,0,0,"Co Cork, Ireland Charlestown, MA"
695,Burns," Miss. Mary Delia",Third,18,330963,Female,3,7.8792,0,0,0,"Co Sligo, Ireland New York, NY"
696,Cacic," Miss. Manda",Third,21,315087,Female,1,8.6625,0,0,0,
697,Cacic," Miss. Marija",Third,30,315084,Female,1,8.6625,0,0,0,
698,Cacic," Mr. Jego Grga",Third,18,315091,Male,1,8.6625,0,0,0,
699,Cacic," Mr. Luka",Third,38,315089,Male,1,8.6625,0,0,0,Croatia
700,Calic," Mr. Jovo",Third,17,315093,Male,1,8.6625,0,0,0,
701,Calic," Mr. Petar",Third,17,315086,Male,1,8.6625,0,0,0,
702,Canavan," Miss. Mary",Third,21,364846,Female,3,7.75,0,0,0,
703,Canavan," Mr. Patrick",Third,21,364858,Male,3,7.75,0,0,0,"Ireland Philadelphia, PA"
704,Cann," Mr. Ernest Charles",Third,21,"A./5. 2152",Male,1,8.05,0,0,0,
705,Caram," Mr. Joseph",Third,,2689,Male,2,14.4583,0,1,0,"Ottawa, ON"
706,Caram," Mrs. Joseph (Maria Elias)",Third,,2689,Female,2,14.4583,0,1,0,"Ottawa, ON"
707,Carlsson," Mr. August Sigfrid",Third,28,350042,Male,1,7.7958,0,0,0,"Dagsas, Sweden Fower, MN"
708,Carlsson," Mr. Carl Robert",Third,24,350409,Male,1,7.8542,0,0,0,"Goteborg, Sweden Huntley, IL"
709,Carr," Miss. Helen "Ellen"",Third,16,367231,Female,3,7.75,1,0,0,"Co Longford, Ireland New York, NY"
710,Carr," Miss. Jeannie",Third,37,368364,Female,3,7.75,0,0,0,"Co Sligo, Ireland Hartford, CT"
711,Carver," Mr. Alfred John",Third,28,392095,Male,1,7.25,0,0,0,"St Denys, Southampton, Hants"
712,Celotti," Mr. Francesco",Third,24,343275,Male,1,8.05,0,0,0,London
713,Charters," Mr. David",Third,21,"A/5. 13032",Male,3,7.7333,0,0,0,"Ireland New York, NY"
714,Chip," Mr. Chang",Third,32,1601,Male,1,56.4958,1,0,0,"Hong Kong New York, NY"
715,Christmann," Mr. Emil",Third,29,343276,Male,1,8.05,0,0,0,
716,Chronopoulos," Mr. Apostolos",Third,26,2680,Male,2,14.4542,0,1,0,Greece
717,Chronopoulos," Mr. Demetrios",Third,18,2680,Male,2,14.4542,0,1,0,Greece
718,Coelho," Mr. Domingos Fernandeo",Third,20,"SOTON/O.Q. 3101307",Male,1,7.05,0,0,0,Portugal
719,Cohen," Mr. Gurshon "Gus"",Third,18,"A/5 3540",Male,1,8.05,1,0,0,"London Brooklyn, NY"
720,Colbert," Mr. Patrick",Third,24,371109,Male,3,7.25,0,0,0,"Co Limerick, Ireland Sherbrooke, PQ"
721,Coleff," Mr. Peju",Third,36,349210,Male,1,7.4958,0,0,0,"Bulgaria Chicago, IL"
722,Coleff," Mr. Satio",Third,24,349209,Male,1,7.4958,0,0,0,
723,Conlon," Mr. Thomas Henry",Third,31,21332,Male,3,7.7333,0,0,0,"Philadelphia, PA"
724,Connaghton," Mr. Michael",Third,31,335097,Male,3,7.75,0,0,0,"Ireland Brooklyn, NY"
725,Connolly," Miss. Kate",Third,22,370373,Female,3,7.75,1,0,0,Ireland
726,Connolly," Miss. Kate",Third,30,330972,Female,3,7.6292,0,0,0,Ireland
727,Connors," Mr. Patrick",Third,70.5,370369,Male,3,7.75,0,0,0,
728,Cook," Mr. Jacob",Third,43,"A/5 3536",Male,1,8.05,0,0,0,
729,Cor," Mr. Bartol",Third,35,349230,Male,1,7.8958,0,0,0,Austria
730,Cor," Mr. Ivan",Third,27,349229,Male,1,7.8958,0,0,0,Austria
731,Cor," Mr. Liudevit",Third,19,349231,Male,1,7.8958,0,0,0,Austria
732,Corn," Mr. Harry",Third,30,"SOTON/OQ 392090",Male,1,8.05,0,0,0,London
733,Coutts," Master. Eden Leslie "Neville"",Third,9,"C.A. 37671",Male,1,15.9,1,1,1,"England Brooklyn, NY"
734,Coutts," Master. William Loch "William"",Third,3,"C.A. 37671",Male,1,15.9,1,1,1,"England Brooklyn, NY"
735,Coutts," Mrs. William (Winnie "Minnie" Treanor)",Third,36,"C.A. 37671",Female,1,15.9,1,0,2,"England Brooklyn, NY"
736,Coxon," Mr. Daniel",Third,59,364500,Male,1,7.25,0,0,0,"Merrill, WI"
737,Crease," Mr. Ernest James",Third,19,"S.P. 3464",Male,1,8.1583,0,0,0,"Bristol, England Cleveland, OH"
738,Cribb," Miss. Laura Alice",Third,17,371362,Female,1,16.1,1,0,1,"Bournemouth, England Newark, NJ"
739,Cribb," Mr. John Hatfield",Third,44,371362,Male,1,16.1,0,0,1,"Bournemouth, England Newark, NJ"
740,Culumovic," Mr. Jeso",Third,17,315090,Male,1,8.6625,0,0,0,Austria-Hungary
741,Daher," Mr. Shedid",Third,22.5,2698,Male,2,7.225,0,0,0,
742,Dahl," Mr. Karl Edwart",Third,45,7598,Male,1,8.05,1,0,0,"Australia Fingal, ND"
743,Dahlberg," Miss. Gerda Ulrika",Third,22,7552,Female,1,10.5167,0,0,0,"Norrlot, Sweden Chicago, IL"
